,measure_name,ensemble_name,results
68,StudentExpert-num_gurus_train-1-num_gurus_test-4,experience_test_acc-mean,"[0.7832, 0.9, 0.9176, 0.9302, 0.9096]"
69,StudentExpert-num_gurus_train-1-num_gurus_test-4,experience_test_acc-std,"[0.1516, 0.0012, 0.0054, 0.0019, 0.001]"
70,StudentExpert-num_gurus_train-1-num_gurus_test-4,experience_train_acc-mean,"[0.9962, 0.7513, 0.7571, 0.8287, 0.738]"
71,StudentExpert-num_gurus_train-1-num_gurus_test-4,experience_train_acc-std,"[0.0001, 0.0366, 0.0248, 0.0051, 0.0045]"
72,StudentExpert-num_gurus_train-2-num_gurus_test-1,batch_test_acc-mean,"[0.0, 1.0, 1.0, 1.0, 0.9883, 1.0, 0.9844, 0.9922, 1.0, 0.9922, 0.9922, 0.9961, 0.9766, 0.9883, 0.9883, 0.9961, 0.9925, 0.0, 0.9727, 0.9609, 0.9531, 0.9727, 0.9492, 0.9609, 0.9844, 0.957, 0.9883, 0.9727, 0.9727, 0.9609, 0.9609, 0.9688, 0.9795, 0.0, 0.9805, 0.9844, 0.9922, 0.9922, 0.9883, 0.9922, 1.0, 0.9844, 0.9883, 1.0, 0.9961, 0.9961, 0.9883, 0.9939, 0.0, 0.9844, 0.9961, 0.9922, 0.9883, 0.9961, 0.9961, 0.9922, 0.9883, 0.9883, 0.9961, 0.9922, 0.9961, 0.9961, 1.0, 0.9924, 0.0, 0.9531, 0.9609, 0.9688, 0.9766, 0.957, 0.9688, 0.9766, 0.9805, 0.9648, 0.9844, 0.9844, 0.9688, 0.9844, 0.9883, 0.9365]"
73,StudentExpert-num_gurus_train-2-num_gurus_test-1,batch_test_acc-std,"[0.0, 0.0, 0.0, 0.0, 0.0039, 0.0, 0.0078, 0.0, 0.0, 0.0078, 0.0078, 0.0039, 0.0, 0.0039, 0.0039, 0.0039, 0.0075, 0.0, 0.0117, 0.0078, 0.0, 0.0117, 0.0039, 0.0, 0.0078, 0.0039, 0.0117, 0.0117, 0.0039, 0.0156, 0.0156, 0.0312, 0.0041, 0.0, 0.0195, 0.0078, 0.0078, 0.0078, 0.0039, 0.0078, 0.0, 0.0078, 0.0117, 0.0, 0.0039, 0.0039, 0.0039, 0.0061, 0.0, 0.0, 0.0039, 0.0, 0.0039, 0.0039, 0.0039, 0.0, 0.0117, 0.0039, 0.0039, 0.0078, 0.0039, 0.0039, 0.0, 0.0076, 0.0, 0.0, 0.0, 0.0, 0.0078, 0.0039, 0.0078, 0.0078, 0.0039, 0.0195, 0.0, 0.0, 0.0078, 0.0, 0.0039, 0.0317]"
74,StudentExpert-num_gurus_train-2-num_gurus_test-1,batch_train_acc-mean,"[0.9688, 0.9961, 1.0, 0.9961, 1.0, 1.0, 0.9922, 0.9844, 0.9961, 1.0, 1.0, 0.9961, 0.9961, 1.0, 0.9922, 0.9844, 0.9961, 1.0, 1.0, 0.9961, 0.9961, 1.0, 1.0, 1.0, 0.9961, 0.9961, 1.0, 1.0, 0.9922, 0.9922, 1.0, 0.9961, 0.9961, 1.0, 0.9961, 0.9961, 0.9922, 0.9961, 0.9961, 0.9961, 0.9961, 0.9922, 0.9961, 0.9961, 0.9961, 1.0, 0.9961, 0.9922, 0.9922, 1.0, 0.9961, 0.9961, 1.0, 0.9922, 1.0, 0.9961, 1.0, 0.9922, 1.0, 1.0, 0.9961, 1.0, 1.0, 0.9922, 0.9961, 1.0, 1.0, 0.9922, 1.0, 1.0, 1.0, 0.9961, 1.0, 1.0, 1.0, 0.9922, 1.0, 0.9922, 0.9961, 0.9922, 1.0, 0.9961, 1.0, 0.9961, 0.9961, 0.9961, 0.9961, 0.9883, 0.9961, 0.9961, 0.9961, 1.0, 1.0, 0.9883, 0.9961, 1.0, 0.9961, 0.9883, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0352, 0.375, 0.5508, 0.625, 0.625, 0.6914, 0.7305, 0.793, 0.8008, 0.7617, 0.8672, 0.9141, 0.9141, 0.9336, 0.9414, 0.9102, 0.9297, 0.9297, 0.9219, 0.9375, 0.9375, 0.9492, 0.9609, 0.9375, 0.9336, 0.9492, 0.9336, 0.957, 0.9453, 0.9375, 0.9375, 0.9492, 0.9258, 0.9453, 0.9531, 0.9492, 0.957, 0.9453, 0.957, 0.9492, 0.9609, 0.9531, 0.9453, 0.9648, 0.9453, 0.957, 0.9688, 0.9531, 0.9688, 0.9531, 0.9453, 0.9453, 0.9609, 0.9453, 0.9492, 0.957, 0.9805, 0.9766, 0.9688, 0.9531, 0.9453, 0.9375, 0.9688, 0.9531, 0.9531, 0.9727, 0.9805, 0.9688, 0.9727, 0.9727, 0.9766, 0.9531, 0.9766, 0.9492, 0.9766, 0.9492, 0.9648, 0.957, 0.9688, 0.9727, 0.9727, 0.9609, 0.9805, 0.9531, 0.9609, 0.9766, 0.9688, 0.9737, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0586, 0.4492, 0.6055, 0.7461, 0.8086, 0.8125, 0.8477, 0.8359, 0.9023, 0.9062, 0.9297, 0.9453, 0.9492, 0.957, 0.9414, 0.9492, 0.9648, 0.9492, 0.9609, 0.957, 0.9531, 0.957, 0.9453, 0.9727, 0.9727, 0.9609, 0.9727, 0.9727, 0.9531, 0.9531, 0.9844, 0.9688, 0.9844, 0.9805, 0.9961, 0.9531, 0.9648, 0.9766, 0.9922, 0.9648, 0.9805, 0.9766, 0.9844, 0.9805, 0.9805, 0.9844, 0.9805, 0.9883, 0.9805, 0.9688, 0.9922, 0.9766, 0.9805, 0.9805, 0.9844, 0.9883, 0.9805, 0.9883, 0.9883, 0.9922, 0.9883, 0.9805, 0.9922, 0.9805, 0.9727, 0.9922, 0.9883, 0.9883, 0.9688, 1.0, 0.9883, 0.9883, 0.9844, 0.9922, 0.9922, 0.9844, 0.9844, 0.9961, 0.9922, 0.9843, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0742, 0.1758, 0.2422, 0.2695, 0.332, 0.4414, 0.582, 0.6875, 0.75, 0.8281, 0.8203, 0.8594, 0.832, 0.8359, 0.8945, 0.8945, 0.8711, 0.9375, 0.9297, 0.9609, 0.9648, 0.9922, 0.9961, 0.9883, 0.9844, 0.9883, 0.9805, 0.9883, 0.9961, 0.9961, 0.9961, 1.0, 0.9961, 0.9922, 0.9961, 0.9961, 0.9961, 1.0, 0.9922, 1.0, 0.9961, 1.0, 0.9961, 0.9961, 0.9922, 0.9961, 0.9805, 1.0, 0.9922, 0.9961, 1.0, 0.9922, 0.9961, 0.9883, 0.9961, 0.9922, 1.0, 1.0, 0.9922, 1.0, 1.0, 0.9922, 1.0, 1.0, 0.9922, 1.0, 0.9883, 1.0, 0.9961, 0.9961, 0.9922, 0.9961, 0.9883, 1.0, 1.0, 0.9961, 1.0, 0.9922, 0.9961, 1.0, 1.0, 0.9922, 1.0, 1.0, 1.0, 0.9922, 0.9961, 0.9961, 1.0, 0.9783, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0977, 0.2734, 0.3477, 0.3906, 0.6914, 0.6797, 0.8359, 0.832, 0.8281, 0.7852, 0.793, 0.8125, 0.8008, 0.8125, 0.8633, 0.8359, 0.9023, 0.9062, 0.9336, 0.8984, 0.8906, 0.9219, 0.9023, 0.9023, 0.9297, 0.9727, 0.9609, 0.918, 0.9531, 0.9609, 0.9727, 0.9258, 0.9414, 0.9336, 0.9297, 0.9688, 0.9141, 0.957, 0.9414, 0.9531, 0.9609, 0.9531, 0.9805, 0.957, 0.9453, 0.9844, 0.9688, 0.9727, 0.9414, 0.9609, 0.9766, 0.957, 0.9609, 0.9492, 0.9648, 0.9805, 0.9609, 0.9688, 0.9688, 0.9766, 0.9805, 0.957, 0.9492, 0.9727, 0.9609, 0.957, 0.9727, 0.9688, 0.957, 0.9609, 0.9531, 0.9727, 0.9609, 0.9727, 0.9727, 0.9727, 0.9922, 0.9688, 0.9492, 0.9492, 0.9531, 0.9766, 0.9844, 0.9844, 0.9727, 0.9792]"
75,StudentExpert-num_gurus_train-2-num_gurus_test-1,batch_train_acc-std,"[0.0312, 0.0039, 0.0, 0.0039, 0.0, 0.0, 0.0, 0.0, 0.0039, 0.0, 0.0, 0.0039, 0.0039, 0.0, 0.0078, 0.0078, 0.0039, 0.0, 0.0, 0.0039, 0.0039, 0.0, 0.0, 0.0, 0.0039, 0.0039, 0.0, 0.0, 0.0078, 0.0078, 0.0, 0.0039, 0.0039, 0.0, 0.0039, 0.0039, 0.0078, 0.0039, 0.0039, 0.0039, 0.0039, 0.0, 0.0039, 0.0039, 0.0039, 0.0, 0.0039, 0.0, 0.0, 0.0, 0.0039, 0.0039, 0.0, 0.0, 0.0, 0.0039, 0.0, 0.0, 0.0, 0.0, 0.0039, 0.0, 0.0, 0.0078, 0.0039, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0039, 0.0, 0.0, 0.0, 0.0078, 0.0, 0.0, 0.0039, 0.0078, 0.0, 0.0039, 0.0, 0.0039, 0.0039, 0.0039, 0.0039, 0.0039, 0.0039, 0.0039, 0.0039, 0.0, 0.0, 0.0039, 0.0039, 0.0, 0.0039, 0.0117, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0352, 0.0859, 0.0508, 0.1016, 0.1094, 0.1992, 0.168, 0.1055, 0.082, 0.1211, 0.0156, 0.0078, 0.0156, 0.0195, 0.0117, 0.0039, 0.0312, 0.0, 0.0156, 0.0078, 0.0156, 0.0117, 0.0156, 0.0156, 0.0195, 0.0195, 0.0117, 0.0039, 0.0078, 0.0234, 0.0156, 0.0039, 0.0195, 0.0078, 0.0078, 0.0039, 0.0117, 0.0, 0.0117, 0.0273, 0.0156, 0.0156, 0.0156, 0.0117, 0.0234, 0.0039, 0.0078, 0.0234, 0.0078, 0.0234, 0.0078, 0.0234, 0.0234, 0.0078, 0.0039, 0.0117, 0.0039, 0.0078, 0.0, 0.0078, 0.0078, 0.0078, 0.0156, 0.0078, 0.0078, 0.0039, 0.0117, 0.0078, 0.0117, 0.0039, 0.0156, 0.0156, 0.0078, 0.0039, 0.0234, 0.0039, 0.0195, 0.0195, 0.0078, 0.0117, 0.0117, 0.0156, 0.0195, 0.0078, 0.0156, 0.0156, 0.0078, 0.0263, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0586, 0.0508, 0.1602, 0.0039, 0.0586, 0.0625, 0.043, 0.0469, 0.0117, 0.0, 0.0156, 0.0312, 0.0117, 0.0117, 0.0039, 0.0039, 0.0039, 0.0117, 0.0156, 0.0117, 0.0078, 0.0195, 0.0156, 0.0273, 0.0117, 0.0234, 0.0117, 0.0039, 0.0, 0.0078, 0.0078, 0.0156, 0.0078, 0.0039, 0.0039, 0.0156, 0.0039, 0.0156, 0.0078, 0.0039, 0.0195, 0.0, 0.0, 0.0039, 0.0039, 0.0, 0.0117, 0.0039, 0.0039, 0.0, 0.0078, 0.0, 0.0195, 0.0039, 0.0078, 0.0039, 0.0039, 0.0117, 0.0039, 0.0, 0.0039, 0.0039, 0.0, 0.0039, 0.0039, 0.0, 0.0039, 0.0039, 0.0156, 0.0, 0.0039, 0.0039, 0.0078, 0.0, 0.0, 0.0078, 0.0, 0.0039, 0.0078, 0.0157, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0742, 0.1758, 0.2422, 0.2695, 0.332, 0.2227, 0.1445, 0.1016, 0.1016, 0.0859, 0.1094, 0.1094, 0.1133, 0.1172, 0.0977, 0.0977, 0.1055, 0.0469, 0.0547, 0.0234, 0.0195, 0.0078, 0.0039, 0.0117, 0.0, 0.0117, 0.0039, 0.0039, 0.0039, 0.0039, 0.0039, 0.0, 0.0039, 0.0, 0.0039, 0.0039, 0.0039, 0.0, 0.0, 0.0, 0.0039, 0.0, 0.0039, 0.0039, 0.0078, 0.0039, 0.0117, 0.0, 0.0078, 0.0039, 0.0, 0.0, 0.0039, 0.0039, 0.0039, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0039, 0.0, 0.0039, 0.0039, 0.0078, 0.0039, 0.0039, 0.0, 0.0, 0.0039, 0.0, 0.0078, 0.0039, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0039, 0.0039, 0.0, 0.0217, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0977, 0.2734, 0.3477, 0.3906, 0.1523, 0.1406, 0.0469, 0.0039, 0.0859, 0.0898, 0.0898, 0.0938, 0.0586, 0.0859, 0.0898, 0.0938, 0.0352, 0.0312, 0.0117, 0.0, 0.0312, 0.0078, 0.0273, 0.0273, 0.0078, 0.0195, 0.0234, 0.0273, 0.0, 0.0156, 0.0039, 0.0117, 0.0117, 0.0273, 0.0156, 0.0234, 0.0312, 0.0117, 0.0039, 0.0, 0.0156, 0.0078, 0.0039, 0.0352, 0.0156, 0.0078, 0.0078, 0.0117, 0.0195, 0.0, 0.0, 0.0195, 0.0, 0.0273, 0.0039, 0.0039, 0.0078, 0.0078, 0.0078, 0.0, 0.0039, 0.0195, 0.0117, 0.0039, 0.0156, 0.0039, 0.0117, 0.0156, 0.0195, 0.0156, 0.0078, 0.0195, 0.0078, 0.0039, 0.0039, 0.0039, 0.0, 0.0, 0.0117, 0.0039, 0.0156, 0.0156, 0.0, 0.0, 0.0195, 0.0208]"
76,StudentExpert-num_gurus_train-2-num_gurus_test-1,experience_test_acc-mean,"[0.9345, 0.9072, 0.9251, 0.9309, 0.9096]"
77,StudentExpert-num_gurus_train-2-num_gurus_test-1,experience_test_acc-std,"[0.0016, 0.0058, 0.0014, 0.0007, 0.0005]"
78,StudentExpert-num_gurus_train-2-num_gurus_test-1,experience_train_acc-mean,"[0.9963, 0.8449, 0.8551, 0.8629, 0.8334]"
79,StudentExpert-num_gurus_train-2-num_gurus_test-1,experience_train_acc-std,"[0.0003, 0.0108, 0.0006, 0.0273, 0.0265]"
80,StudentExpert-num_gurus_train-2-num_gurus_test-2,batch_test_acc-mean,"[0.0, 0.5234, 0.5469, 0.5742, 0.543, 0.5703, 0.6172, 0.6016, 0.582, 0.6172, 0.5078, 0.6484, 0.5469, 0.5234, 0.5938, 0.5547, 0.5448, 0.0, 0.9609, 0.9492, 0.9336, 0.9609, 0.9375, 0.9492, 0.9688, 0.9336, 0.9766, 0.9531, 0.9766, 0.9453, 0.9492, 0.957, 0.9713, 0.0, 0.9609, 0.9805, 0.9453, 0.9961, 0.9688, 0.9648, 1.0, 0.9805, 0.9727, 0.9453, 0.9922, 0.9531, 0.9883, 1.0, 0.0, 0.9883, 0.9922, 0.9922, 0.9883, 0.9922, 0.9883, 0.9844, 0.9883, 0.9922, 0.9961, 0.9961, 0.9961, 0.9961, 0.9961, 0.9773, 0.0, 0.9688, 0.9609, 0.9727, 0.9805, 0.957, 0.9688, 0.9766, 0.9805, 0.9688, 0.9844, 0.9844, 0.9688, 0.9883, 0.9883, 0.9365]"
81,StudentExpert-num_gurus_train-2-num_gurus_test-2,batch_test_acc-std,"[0.0, 0.0625, 0.0938, 0.1211, 0.0586, 0.1094, 0.0625, 0.0547, 0.0195, 0.0781, 0.0781, 0.0312, 0.0547, 0.0703, 0.1094, 0.0469, 0.0373, 0.0, 0.0, 0.0273, 0.0273, 0.0156, 0.0234, 0.0352, 0.0156, 0.0195, 0.0, 0.0078, 0.0078, 0.0, 0.0039, 0.0273, 0.0123, 0.0, 0.0156, 0.0117, 0.0547, 0.0039, 0.0234, 0.0195, 0.0, 0.0117, 0.0273, 0.0469, 0.0, 0.0234, 0.0039, 0.0, 0.0, 0.0039, 0.0, 0.0, 0.0039, 0.0078, 0.0117, 0.0078, 0.0117, 0.0, 0.0039, 0.0039, 0.0039, 0.0039, 0.0039, 0.0076, 0.0, 0.0078, 0.0, 0.0039, 0.0039, 0.0039, 0.0078, 0.0, 0.0039, 0.0156, 0.0, 0.0, 0.0078, 0.0039, 0.0039, 0.0317]"
82,StudentExpert-num_gurus_train-2-num_gurus_test-2,batch_train_acc-mean,"[0.9844, 0.9922, 1.0, 0.9961, 1.0, 0.9961, 0.9961, 0.9883, 0.9961, 1.0, 1.0, 0.9961, 0.9961, 1.0, 0.9922, 0.9883, 0.9961, 1.0, 1.0, 0.9961, 0.9961, 1.0, 1.0, 1.0, 1.0, 0.9961, 1.0, 1.0, 0.9883, 0.9922, 1.0, 0.9961, 0.9961, 1.0, 0.9961, 0.9961, 0.9922, 1.0, 0.9961, 0.9922, 1.0, 0.9922, 0.9961, 0.9961, 0.9961, 1.0, 0.9961, 0.9961, 0.9922, 1.0, 0.9961, 0.9961, 1.0, 0.9961, 1.0, 0.9922, 1.0, 0.9883, 1.0, 1.0, 1.0, 0.9961, 1.0, 0.9922, 1.0, 1.0, 1.0, 0.9922, 1.0, 1.0, 1.0, 0.9961, 1.0, 1.0, 1.0, 0.9922, 1.0, 0.9922, 0.9961, 0.9961, 1.0, 0.9961, 0.9961, 0.9961, 1.0, 0.9961, 0.9961, 0.9844, 1.0, 0.9961, 0.9961, 1.0, 1.0, 0.9883, 0.9961, 1.0, 0.9961, 0.9922, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0195, 0.168, 0.5156, 0.6406, 0.8008, 0.8203, 0.8633, 0.8203, 0.832, 0.9062, 0.8633, 0.9023, 0.8867, 0.9219, 0.918, 0.918, 0.9297, 0.9219, 0.9219, 0.9414, 0.9453, 0.9219, 0.9414, 0.9414, 0.9375, 0.9375, 0.9414, 0.9258, 0.9258, 0.9531, 0.9258, 0.9531, 0.9492, 0.957, 0.9453, 0.9336, 0.957, 0.9453, 0.9648, 0.957, 0.9375, 0.9648, 0.9492, 0.9531, 0.9609, 0.9648, 0.9727, 0.9414, 0.9453, 0.9609, 0.9531, 0.9531, 0.9492, 0.9609, 0.9766, 0.9766, 0.9688, 0.9609, 0.9531, 0.9453, 0.9688, 0.9648, 0.9531, 0.9688, 0.9805, 0.9648, 0.9766, 0.9688, 0.9766, 0.957, 0.9727, 0.9375, 0.9727, 0.9531, 0.9648, 0.957, 0.9648, 0.9688, 0.9805, 0.9609, 0.9883, 0.9609, 0.957, 0.9766, 0.9648, 0.9737, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1016, 0.2852, 0.5117, 0.6914, 0.8828, 0.9141, 0.9531, 0.8867, 0.9375, 0.9375, 0.9414, 0.957, 0.9336, 0.9531, 0.918, 0.9258, 0.9531, 0.9141, 0.957, 0.918, 0.9453, 0.9492, 0.9492, 0.9648, 0.9453, 0.9531, 0.9609, 0.9688, 0.9336, 0.9531, 0.9805, 0.9688, 0.9727, 0.9727, 0.9844, 0.9531, 0.9688, 0.9805, 0.9922, 0.9609, 0.9688, 0.9727, 0.9727, 0.9805, 0.9766, 0.9805, 0.9805, 0.9883, 0.9844, 0.957, 0.9844, 0.9727, 0.9805, 0.9805, 0.9805, 0.9805, 0.9805, 0.9844, 0.9922, 0.9922, 0.9844, 0.9805, 0.9883, 0.9805, 0.9727, 0.9922, 0.9844, 0.9805, 0.9648, 0.9961, 0.9883, 0.9883, 0.9844, 0.9922, 0.9922, 0.9883, 0.9844, 0.9922, 0.9961, 0.9843, 0.0, 0.0, 0.0, 0.0234, 0.0781, 0.2031, 0.2578, 0.2734, 0.2617, 0.25, 0.2344, 0.25, 0.5469, 0.5664, 0.5156, 0.6484, 0.8242, 0.9023, 0.9375, 0.957, 0.9648, 0.9844, 0.9844, 0.9805, 0.9883, 0.9883, 0.9727, 0.9922, 1.0, 0.9883, 0.9844, 0.9922, 0.9844, 0.9961, 1.0, 0.9961, 0.9961, 1.0, 0.9961, 0.9961, 0.9883, 0.9961, 0.9922, 0.9961, 0.9961, 1.0, 0.9922, 1.0, 0.9961, 0.9961, 0.9922, 0.9922, 0.9961, 1.0, 0.9922, 0.9922, 1.0, 0.9922, 1.0, 0.9883, 0.9961, 0.9922, 1.0, 1.0, 0.9961, 1.0, 0.9961, 0.9922, 1.0, 1.0, 0.9922, 1.0, 0.9883, 1.0, 0.9961, 0.9961, 0.9883, 0.9961, 0.9883, 0.9961, 0.9922, 0.9961, 1.0, 0.9922, 0.9961, 1.0, 0.9922, 0.9961, 1.0, 1.0, 1.0, 0.9883, 0.9922, 0.9961, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0039, 0.2422, 0.4258, 0.5781, 0.6055, 0.6562, 0.6953, 0.7383, 0.832, 0.7969, 0.8047, 0.8359, 0.707, 0.7734, 0.8672, 0.8789, 0.8711, 0.8555, 0.9062, 0.9062, 0.8867, 0.9062, 0.9219, 0.9258, 0.9297, 0.9688, 0.9297, 0.9102, 0.9531, 0.9609, 0.9648, 0.9453, 0.9414, 0.9414, 0.9336, 0.9648, 0.9258, 0.9414, 0.9453, 0.9336, 0.9648, 0.9531, 0.9766, 0.957, 0.9453, 0.9766, 0.9766, 0.9727, 0.9492, 0.9609, 0.9766, 0.9609, 0.9648, 0.957, 0.957, 0.9805, 0.9609, 0.9766, 0.9648, 0.9766, 0.9766, 0.9531, 0.9492, 0.9805, 0.9766, 0.9609, 0.9844, 0.9766, 0.9453, 0.9609, 0.9492, 0.9727, 0.9648, 0.9688, 0.9727, 0.9727, 0.9922, 0.9727, 0.9531, 0.9492, 0.9531, 0.9727, 0.9883, 0.9844, 0.9766, 1.0]"
83,StudentExpert-num_gurus_train-2-num_gurus_test-2,batch_train_acc-std,"[0.0078, 0.0078, 0.0, 0.0039, 0.0, 0.0039, 0.0039, 0.0039, 0.0039, 0.0, 0.0, 0.0039, 0.0039, 0.0, 0.0078, 0.0039, 0.0039, 0.0, 0.0, 0.0039, 0.0039, 0.0, 0.0, 0.0, 0.0, 0.0039, 0.0, 0.0, 0.0117, 0.0078, 0.0, 0.0039, 0.0039, 0.0, 0.0039, 0.0039, 0.0078, 0.0, 0.0039, 0.0078, 0.0, 0.0, 0.0039, 0.0039, 0.0039, 0.0, 0.0039, 0.0039, 0.0, 0.0, 0.0039, 0.0039, 0.0, 0.0039, 0.0, 0.0, 0.0, 0.0039, 0.0, 0.0, 0.0, 0.0039, 0.0, 0.0078, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0039, 0.0, 0.0, 0.0, 0.0078, 0.0, 0.0, 0.0039, 0.0039, 0.0, 0.0039, 0.0039, 0.0039, 0.0, 0.0039, 0.0039, 0.0078, 0.0, 0.0039, 0.0039, 0.0, 0.0, 0.0039, 0.0039, 0.0, 0.0039, 0.0078, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0039, 0.0195, 0.0859, 0.1172, 0.0273, 0.0078, 0.0273, 0.0156, 0.0117, 0.0312, 0.0664, 0.0117, 0.0195, 0.0234, 0.0352, 0.0039, 0.0156, 0.0078, 0.0156, 0.0039, 0.0078, 0.0078, 0.0117, 0.0039, 0.0078, 0.0234, 0.0117, 0.0117, 0.0195, 0.0156, 0.0039, 0.0156, 0.0039, 0.0039, 0.0234, 0.0117, 0.0195, 0.0234, 0.0117, 0.0117, 0.0156, 0.0195, 0.0195, 0.0078, 0.0078, 0.0195, 0.0117, 0.0195, 0.0, 0.0156, 0.0234, 0.0078, 0.0117, 0.0078, 0.0, 0.0078, 0.0, 0.0, 0.0078, 0.0, 0.0078, 0.0039, 0.0078, 0.0, 0.0117, 0.0039, 0.0078, 0.0, 0.0156, 0.0117, 0.0039, 0.0156, 0.0195, 0.0078, 0.0195, 0.0273, 0.0117, 0.0078, 0.0117, 0.0156, 0.0117, 0.0078, 0.0195, 0.0156, 0.0117, 0.0263, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0312, 0.0508, 0.0586, 0.0586, 0.0234, 0.0, 0.0156, 0.0664, 0.0078, 0.0, 0.0195, 0.0117, 0.0352, 0.0156, 0.0195, 0.0117, 0.0078, 0.0312, 0.0117, 0.0195, 0.0078, 0.0117, 0.0039, 0.0273, 0.0078, 0.0234, 0.0, 0.0078, 0.0117, 0.0078, 0.0039, 0.0156, 0.0117, 0.0117, 0.0078, 0.0156, 0.0078, 0.0117, 0.0, 0.0, 0.0156, 0.0039, 0.0039, 0.0039, 0.0, 0.0039, 0.0117, 0.0039, 0.0, 0.0117, 0.0, 0.0039, 0.0195, 0.0039, 0.0117, 0.0039, 0.0039, 0.0078, 0.0, 0.0, 0.0156, 0.0117, 0.0039, 0.0039, 0.0039, 0.0078, 0.0078, 0.0117, 0.0117, 0.0039, 0.0039, 0.0039, 0.0078, 0.0, 0.0, 0.0039, 0.0, 0.0078, 0.0039, 0.0079, 0.0, 0.0, 0.0, 0.0234, 0.0781, 0.2031, 0.2578, 0.2734, 0.2617, 0.25, 0.2344, 0.1875, 0.0234, 0.082, 0.0625, 0.0625, 0.0508, 0.0586, 0.0312, 0.0273, 0.0352, 0.0, 0.0, 0.0039, 0.0039, 0.0117, 0.0117, 0.0078, 0.0, 0.0117, 0.0, 0.0078, 0.0078, 0.0039, 0.0, 0.0039, 0.0039, 0.0, 0.0039, 0.0039, 0.0117, 0.0039, 0.0, 0.0039, 0.0039, 0.0, 0.0, 0.0, 0.0039, 0.0039, 0.0078, 0.0078, 0.0039, 0.0, 0.0078, 0.0, 0.0, 0.0, 0.0, 0.0039, 0.0039, 0.0, 0.0, 0.0, 0.0039, 0.0, 0.0039, 0.0, 0.0, 0.0, 0.0078, 0.0, 0.0039, 0.0, 0.0039, 0.0039, 0.0039, 0.0039, 0.0039, 0.0039, 0.0, 0.0039, 0.0, 0.0078, 0.0039, 0.0, 0.0078, 0.0039, 0.0, 0.0, 0.0, 0.0039, 0.0078, 0.0039, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0039, 0.1641, 0.082, 0.0312, 0.0742, 0.0938, 0.1406, 0.1055, 0.0586, 0.1094, 0.0859, 0.1172, 0.1133, 0.0938, 0.0078, 0.0352, 0.043, 0.0664, 0.0234, 0.0, 0.0117, 0.0156, 0.0, 0.0039, 0.0156, 0.0156, 0.0469, 0.0039, 0.0156, 0.0, 0.0195, 0.0078, 0.0117, 0.0195, 0.0039, 0.0117, 0.0273, 0.0195, 0.0156, 0.0117, 0.0195, 0.0, 0.0, 0.0352, 0.0078, 0.0156, 0.0078, 0.0117, 0.0273, 0.0078, 0.0078, 0.0156, 0.0039, 0.0195, 0.0117, 0.0039, 0.0078, 0.0, 0.0039, 0.0, 0.0078, 0.0156, 0.0117, 0.0039, 0.0, 0.0078, 0.0, 0.0156, 0.0156, 0.0078, 0.0117, 0.0117, 0.0039, 0.0, 0.0039, 0.0039, 0.0, 0.0039, 0.0156, 0.0039, 0.0156, 0.0195, 0.0039, 0.0, 0.0078, 0.0]"
84,StudentExpert-num_gurus_train-2-num_gurus_test-2,experience_test_acc-mean,"[0.535, 0.8952, 0.9099, 0.929, 0.9116]"
85,StudentExpert-num_gurus_train-2-num_gurus_test-2,experience_test_acc-std,"[0.0511, 0.0091, 0.0141, 0.0003, 0.001]"
86,StudentExpert-num_gurus_train-2-num_gurus_test-2,experience_train_acc-mean,"[0.9966, 0.8279, 0.8527, 0.8674, 0.8304]"
87,StudentExpert-num_gurus_train-2-num_gurus_test-2,experience_train_acc-std,"[0.0002, 0.002, 0.0004, 0.0187, 0.0143]"
