,measure_name,ensemble_name,results
195,probabilistic_better-f1_score-num_gurus-4,batch_train_acc-std,"[0.0, 0.0078, 0.0039, 0.0039, 0.0117, 0.0039, 0.0, 0.0078, 0.0039, 0.0078, 0.0039, 0.0039, 0.0078, 0.0, 0.0039, 0.0039, 0.0, 0.0078, 0.0, 0.0039, 0.0, 0.0078, 0.0, 0.0039, 0.0039, 0.0039, 0.0, 0.0, 0.0, 0.0039, 0.0, 0.0039, 0.0, 0.0, 0.0, 0.0156, 0.0, 0.0078, 0.0039, 0.0, 0.0039, 0.0, 0.0, 0.0039, 0.0039, 0.0078, 0.0078, 0.0039, 0.0039, 0.0, 0.0, 0.0, 0.0039, 0.0, 0.0078, 0.0039, 0.0, 0.0039, 0.0, 0.0, 0.0, 0.0039, 0.0, 0.0, 0.0039, 0.0, 0.0039, 0.0, 0.0, 0.0, 0.0039, 0.0, 0.0078, 0.0, 0.0, 0.0078, 0.0039, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0039, 0.0039, 0.0039, 0.0, 0.0, 0.0039, 0.0, 0.0039, 0.0, 0.0039, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0041, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0898, 0.2031, 0.3203, 0.3711, 0.1758, 0.0195, 0.0195, 0.1172, 0.0039, 0.0469, 0.0234, 0.0117, 0.0195, 0.0195, 0.0117, 0.0312, 0.0, 0.0078, 0.0273, 0.0078, 0.0273, 0.0234, 0.0039, 0.0156, 0.0117, 0.0078, 0.0117, 0.0117, 0.0156, 0.0117, 0.0078, 0.0195, 0.0117, 0.0273, 0.0234, 0.0078, 0.0156, 0.0156, 0.0039, 0.0039, 0.0078, 0.0117, 0.0, 0.0117, 0.0, 0.0352, 0.0195, 0.0039, 0.0039, 0.0039, 0.0156, 0.0117, 0.0039, 0.0234, 0.0195, 0.0117, 0.0, 0.0156, 0.0039, 0.0117, 0.0039, 0.0, 0.0039, 0.0039, 0.0039, 0.0, 0.0234, 0.0039, 0.0117, 0.0195, 0.0039, 0.0117, 0.0039, 0.0039, 0.0156, 0.0039, 0.0156, 0.0, 0.0, 0.0156, 0.0078, 0.0117, 0.0078, 0.0039, 0.0039, 0.0, 0.0078, 0.0195, 0.0263, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0117, 0.0117, 0.0078, 0.0938, 0.1562, 0.1992, 0.1523, 0.0664, 0.0391, 0.0352, 0.0, 0.0078, 0.0312, 0.0039, 0.0156, 0.0078, 0.0078, 0.0273, 0.0156, 0.0, 0.0, 0.0039, 0.0117, 0.0039, 0.0156, 0.0039, 0.0039, 0.0078, 0.0117, 0.0117, 0.0156, 0.0117, 0.0039, 0.0117, 0.0039, 0.0039, 0.0039, 0.0039, 0.0273, 0.0, 0.0039, 0.0, 0.0156, 0.0078, 0.0156, 0.0117, 0.0039, 0.0078, 0.0117, 0.0078, 0.0, 0.0039, 0.0039, 0.0, 0.0, 0.0117, 0.0078, 0.0039, 0.0117, 0.0, 0.0039, 0.0117, 0.0039, 0.0039, 0.0117, 0.0078, 0.0078, 0.0117, 0.0078, 0.0, 0.0039, 0.0039, 0.0156, 0.0, 0.0117, 0.0195, 0.0078, 0.0078, 0.0039, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0195, 0.125, 0.0508, 0.1172, 0.0781, 0.0977, 0.0156, 0.0, 0.0352, 0.0117, 0.0273, 0.0117, 0.0, 0.0078, 0.0078, 0.0039, 0.0, 0.0078, 0.0039, 0.0, 0.0039, 0.0078, 0.0, 0.0039, 0.0, 0.0039, 0.0, 0.0039, 0.0039, 0.0039, 0.0039, 0.0, 0.0, 0.0, 0.0039, 0.0039, 0.0078, 0.0039, 0.0, 0.0, 0.0039, 0.0039, 0.0078, 0.0039, 0.0039, 0.0039, 0.0039, 0.0039, 0.0, 0.0, 0.0039, 0.0, 0.0039, 0.0078, 0.0039, 0.0, 0.0078, 0.0078, 0.0039, 0.0, 0.0, 0.0, 0.0, 0.0039, 0.0, 0.0039, 0.0, 0.0, 0.0, 0.0, 0.0039, 0.0, 0.0039, 0.0039, 0.0, 0.0039, 0.0039, 0.0, 0.0, 0.0, 0.0039, 0.0039, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1641, 0.2266, 0.2109, 0.0391, 0.1172, 0.125, 0.0117, 0.0977, 0.0977, 0.1367, 0.0977, 0.0234, 0.0469, 0.0312, 0.0195, 0.0078, 0.0391, 0.043, 0.0156, 0.0273, 0.0156, 0.0273, 0.0273, 0.0234, 0.0156, 0.0312, 0.0039, 0.0156, 0.0391, 0.0039, 0.0039, 0.0234, 0.0078, 0.0195, 0.0078, 0.0195, 0.0, 0.0117, 0.0156, 0.0, 0.0156, 0.0, 0.0117, 0.0117, 0.0117, 0.0078, 0.0078, 0.0039, 0.0039, 0.0078, 0.0039, 0.0078, 0.0, 0.0, 0.0078, 0.0078, 0.0391, 0.0234, 0.0195, 0.0039, 0.0039, 0.0117, 0.0234, 0.0156, 0.0234, 0.0078, 0.0078, 0.0039, 0.0195, 0.0, 0.0, 0.0195, 0.0117, 0.0078, 0.0078, 0.0, 0.0117, 0.0078, 0.0039, 0.0039, 0.0195, 0.0]"
196,probabilistic_better-f1_score-num_gurus-4,experience_test_acc-mean,"[0.0, 0.0, 0.0, 0.9659, 0.6392]"
197,probabilistic_better-f1_score-num_gurus-4,experience_test_acc-std,"[0.0, 0.0, 0.0, 0.0044, 0.043]"
198,probabilistic_better-f1_score-num_gurus-4,experience_train_acc-mean,"[0.9968, 0.8505, 0.8452, 0.8242, 0.7783]"
199,probabilistic_better-f1_score-num_gurus-4,experience_train_acc-std,"[0.0001, 0.0129, 0.0087, 0.0039, 0.0023]"
200,probabilistic_weighted-accuracy_score-num_gurus-1,batch_test_acc-mean,"[0.0, 0.7305, 0.7773, 0.7812, 0.793, 0.7617, 0.7344, 0.707, 0.75, 0.7578, 0.75, 0.7344, 0.7617, 0.7773, 0.7773, 0.7773, 0.7164, 0.0, 0.0, 0.0039, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0041, 0.9414, 0.957, 0.9375, 0.9453, 0.9297, 0.9297, 0.9375, 0.9531, 0.9375, 0.9492, 0.9727, 0.9375, 0.9609, 0.9375, 0.9634, 0.2461, 0.2031, 0.2031, 0.1836, 0.1914, 0.1914, 0.25, 0.2227, 0.2109, 0.1992, 0.2148, 0.1641, 0.2031, 0.2266, 0.2383, 0.25, 0.0, 0.0, 0.0039, 0.0, 0.0, 0.0, 0.0078, 0.0, 0.0, 0.0039, 0.0039, 0.0, 0.0039, 0.0039, 0.0, 0.0]"
201,probabilistic_weighted-accuracy_score-num_gurus-1,batch_test_acc-std,"[0.0, 0.1602, 0.1055, 0.125, 0.0898, 0.1133, 0.125, 0.0898, 0.1172, 0.0781, 0.1562, 0.1328, 0.168, 0.0977, 0.0898, 0.0977, 0.0896, 0.0, 0.0, 0.0039, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0041, 0.0195, 0.0039, 0.0234, 0.0078, 0.0156, 0.0078, 0.0312, 0.0078, 0.0, 0.0039, 0.0117, 0.0156, 0.0078, 0.0078, 0.0366, 0.168, 0.1016, 0.1641, 0.1211, 0.1367, 0.1367, 0.1641, 0.1289, 0.1719, 0.1367, 0.1602, 0.125, 0.1328, 0.1719, 0.168, 0.1894, 0.0, 0.0, 0.0039, 0.0, 0.0, 0.0, 0.0078, 0.0, 0.0, 0.0039, 0.0039, 0.0, 0.0039, 0.0039, 0.0, 0.0]"
202,probabilistic_weighted-accuracy_score-num_gurus-1,batch_train_acc-mean,"[1.0, 0.9922, 0.9883, 0.9961, 0.9805, 0.9961, 0.9961, 0.9961, 1.0, 0.9922, 0.9961, 0.9961, 0.9922, 0.9922, 0.9961, 0.9961, 1.0, 0.9922, 1.0, 0.9961, 0.9961, 0.9922, 1.0, 0.9961, 0.9961, 0.9961, 1.0, 1.0, 1.0, 0.9961, 0.9961, 0.9961, 1.0, 1.0, 1.0, 0.9844, 0.9961, 0.9922, 1.0, 1.0, 0.9961, 1.0, 1.0, 0.9961, 0.9961, 0.9922, 0.9883, 0.9961, 0.9961, 1.0, 1.0, 0.9961, 1.0, 1.0, 0.9922, 0.9961, 1.0, 0.9961, 0.9961, 1.0, 1.0, 0.9961, 1.0, 1.0, 0.9961, 1.0, 0.9961, 1.0, 0.9922, 1.0, 0.9961, 1.0, 0.9922, 1.0, 1.0, 0.9922, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9922, 0.9961, 0.9961, 1.0, 1.0, 0.9961, 1.0, 0.9961, 1.0, 0.9961, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9959, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0586, 0.2031, 0.2461, 0.2695, 0.3359, 0.5625, 0.6875, 0.8125, 0.875, 0.8359, 0.8555, 0.8086, 0.7969, 0.7734, 0.7695, 0.7578, 0.7891, 0.8477, 0.8906, 0.9102, 0.9375, 0.9062, 0.9062, 0.9453, 0.9492, 0.9258, 0.9492, 0.9375, 0.9258, 0.9688, 0.9492, 0.9531, 0.9336, 0.9414, 0.9492, 0.9531, 0.9609, 0.9609, 0.9375, 0.9258, 0.957, 0.9414, 0.9453, 0.9531, 0.9727, 0.957, 0.9688, 0.9609, 0.9609, 0.957, 0.9375, 0.9531, 0.9531, 0.9375, 0.9727, 0.957, 0.957, 0.9648, 0.9414, 0.9766, 0.9766, 0.9727, 0.9688, 0.9531, 0.957, 0.9727, 0.957, 0.9648, 0.9609, 0.9688, 0.9688, 0.9609, 0.9414, 0.9492, 0.9609, 0.9805, 0.957, 0.9727, 0.9805, 0.9688, 0.9531, 0.957, 0.9727, 0.957, 0.9727, 0.9844, 0.9766, 0.9688, 0.9737, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0508, 0.3242, 0.5156, 0.6094, 0.6367, 0.7227, 0.7344, 0.7188, 0.7031, 0.6953, 0.7266, 0.7305, 0.7656, 0.8516, 0.8828, 0.9336, 0.9531, 0.9531, 0.9453, 0.957, 0.9453, 0.9727, 0.9648, 0.9531, 0.9336, 0.957, 0.9688, 0.9648, 0.957, 0.9648, 0.9844, 0.9805, 0.9688, 0.9648, 0.9648, 0.9844, 0.9727, 0.9727, 0.9609, 0.9844, 0.9883, 0.9883, 0.9727, 0.9688, 0.9609, 0.9727, 0.9805, 0.9922, 0.9805, 0.9883, 0.9766, 0.9961, 0.9648, 0.9883, 0.9766, 0.9766, 0.9922, 0.9844, 0.9883, 0.9805, 0.9805, 0.9805, 0.9883, 0.9844, 0.9844, 0.9922, 0.9688, 0.9805, 0.9883, 0.9961, 0.9961, 0.9961, 0.9844, 0.9922, 0.9805, 0.957, 0.7031, 0.7812, 0.7992, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0781, 0.2266, 0.4727, 0.6875, 0.7539, 0.8281, 0.8711, 0.875, 0.8672, 0.8594, 0.8789, 0.8945, 0.9297, 0.8984, 0.918, 0.9492, 0.9688, 0.9727, 0.9844, 0.9922, 0.9922, 0.9609, 0.9805, 0.9883, 1.0, 0.9844, 0.9961, 1.0, 0.9883, 0.9883, 0.9922, 0.9922, 0.9961, 1.0, 1.0, 0.9883, 0.9922, 0.9883, 0.9922, 0.9961, 0.9961, 1.0, 0.9961, 0.9961, 1.0, 0.9961, 0.9922, 0.9883, 0.9961, 0.9922, 0.9805, 0.9922, 0.9961, 0.9844, 0.9961, 0.9961, 0.9883, 1.0, 0.9922, 0.9961, 0.9883, 0.9922, 1.0, 0.9922, 1.0, 0.9922, 1.0, 0.9961, 0.9922, 0.9922, 1.0, 0.9961, 0.9961, 0.9922, 0.5, 0.4961, 0.9961, 0.4961, 1.0, 1.0, 0.9961, 1.0, 0.9961, 0.9922, 1.0, 0.0, 0.0, 0.0, 0.1836, 0.3086, 0.3516, 0.4414, 0.5156, 0.5039, 0.4922, 0.5234, 0.5156, 0.5352, 0.5117, 0.5547, 0.6328, 0.7852, 0.8398, 0.8711, 0.8516, 0.8945, 0.8516, 0.8789, 0.9414, 0.8984, 0.9297, 0.9023, 0.9062, 0.8984, 0.9414, 0.918, 0.9531, 0.9336, 0.9219, 0.9414, 0.9219, 0.9141, 0.9453, 0.9336, 0.9336, 0.9531, 0.9492, 0.9648, 0.957, 0.9609, 0.957, 0.9531, 0.9531, 0.9688, 0.9414, 0.9688, 0.9531, 0.9648, 0.9414, 0.957, 0.9414, 0.9805, 0.9609, 0.9766, 0.9531, 0.9766, 0.9453, 0.9766, 0.9375, 0.9766, 0.957, 0.9766, 0.9727, 0.957, 0.9688, 0.9766, 0.9688, 0.9844, 0.9609, 0.9727, 0.9766, 0.9648, 0.957, 0.9805, 0.9609, 0.9766, 0.9648, 0.9727, 0.9688, 0.9766, 0.9688, 0.9844, 0.9727, 0.9805, 0.9766, 0.9805, 0.9727, 1.0]"
203,probabilistic_weighted-accuracy_score-num_gurus-1,batch_train_acc-std,"[0.0, 0.0078, 0.0039, 0.0039, 0.0117, 0.0039, 0.0039, 0.0039, 0.0, 0.0078, 0.0039, 0.0039, 0.0078, 0.0, 0.0039, 0.0039, 0.0, 0.0078, 0.0, 0.0039, 0.0039, 0.0078, 0.0, 0.0039, 0.0039, 0.0039, 0.0, 0.0, 0.0, 0.0039, 0.0039, 0.0039, 0.0, 0.0, 0.0, 0.0156, 0.0039, 0.0078, 0.0, 0.0, 0.0039, 0.0, 0.0, 0.0039, 0.0039, 0.0078, 0.0039, 0.0039, 0.0039, 0.0, 0.0, 0.0039, 0.0, 0.0, 0.0078, 0.0039, 0.0, 0.0039, 0.0039, 0.0, 0.0, 0.0039, 0.0, 0.0, 0.0039, 0.0, 0.0039, 0.0, 0.0, 0.0, 0.0039, 0.0, 0.0078, 0.0, 0.0, 0.0078, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0039, 0.0039, 0.0, 0.0, 0.0039, 0.0, 0.0039, 0.0, 0.0039, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0041, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0586, 0.2031, 0.2461, 0.2695, 0.3047, 0.3047, 0.2031, 0.1016, 0.0547, 0.0547, 0.0586, 0.1133, 0.1406, 0.1797, 0.1992, 0.1406, 0.1406, 0.0898, 0.0625, 0.0273, 0.0, 0.0312, 0.0234, 0.0234, 0.0117, 0.0352, 0.0117, 0.0, 0.0039, 0.0078, 0.0273, 0.0, 0.0117, 0.0195, 0.0273, 0.0, 0.0078, 0.0156, 0.0078, 0.0039, 0.0117, 0.0039, 0.0078, 0.0234, 0.0039, 0.0273, 0.0, 0.0078, 0.0078, 0.0039, 0.0156, 0.0156, 0.0234, 0.0156, 0.0195, 0.0273, 0.0039, 0.0195, 0.0195, 0.0078, 0.0, 0.0039, 0.0078, 0.0, 0.0039, 0.0039, 0.0117, 0.0117, 0.0156, 0.0156, 0.0078, 0.0, 0.0117, 0.0117, 0.0156, 0.0039, 0.0117, 0.0039, 0.0039, 0.0078, 0.0078, 0.0117, 0.0195, 0.0117, 0.0039, 0.0, 0.0, 0.0156, 0.0263, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.043, 0.0039, 0.0156, 0.0781, 0.1523, 0.1758, 0.2109, 0.2266, 0.1953, 0.2109, 0.2188, 0.2227, 0.1875, 0.1094, 0.0781, 0.0273, 0.0078, 0.0156, 0.0391, 0.0039, 0.0078, 0.0039, 0.0039, 0.0234, 0.0195, 0.0195, 0.0078, 0.0117, 0.0039, 0.0117, 0.0078, 0.0117, 0.0078, 0.0117, 0.0039, 0.0078, 0.0039, 0.0039, 0.0312, 0.0, 0.0039, 0.0039, 0.0117, 0.0078, 0.0078, 0.0117, 0.0117, 0.0078, 0.0117, 0.0117, 0.0, 0.0039, 0.0039, 0.0039, 0.0, 0.0078, 0.0078, 0.0, 0.0039, 0.0117, 0.0039, 0.0117, 0.0039, 0.0078, 0.0078, 0.0078, 0.0078, 0.0039, 0.0117, 0.0039, 0.0039, 0.0039, 0.0156, 0.0, 0.0117, 0.0352, 0.2891, 0.1953, 0.1929, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0781, 0.1953, 0.2617, 0.2031, 0.1523, 0.0938, 0.0898, 0.0859, 0.0859, 0.1094, 0.1133, 0.082, 0.0625, 0.0703, 0.0664, 0.0508, 0.0234, 0.0117, 0.0, 0.0078, 0.0078, 0.0156, 0.0039, 0.0039, 0.0, 0.0, 0.0039, 0.0, 0.0039, 0.0039, 0.0078, 0.0, 0.0039, 0.0, 0.0, 0.0039, 0.0, 0.0039, 0.0078, 0.0039, 0.0039, 0.0, 0.0039, 0.0039, 0.0, 0.0039, 0.0, 0.0039, 0.0039, 0.0078, 0.0039, 0.0, 0.0039, 0.0, 0.0039, 0.0039, 0.0039, 0.0, 0.0078, 0.0039, 0.0117, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0039, 0.0, 0.0, 0.0, 0.0039, 0.0039, 0.0078, 0.5, 0.4961, 0.0039, 0.4961, 0.0, 0.0, 0.0039, 0.0, 0.0039, 0.0078, 0.0, 0.0, 0.0, 0.0, 0.168, 0.1523, 0.0859, 0.0742, 0.0625, 0.0117, 0.0156, 0.0312, 0.0078, 0.0039, 0.082, 0.0938, 0.0312, 0.0586, 0.0508, 0.0664, 0.0703, 0.0117, 0.0312, 0.0352, 0.0195, 0.0156, 0.0156, 0.0273, 0.0312, 0.0391, 0.0117, 0.0664, 0.0312, 0.0508, 0.0312, 0.0195, 0.0, 0.0078, 0.0156, 0.0273, 0.0117, 0.0234, 0.0039, 0.0117, 0.0117, 0.0156, 0.0039, 0.0156, 0.0078, 0.0078, 0.0195, 0.0156, 0.0, 0.0117, 0.0039, 0.0117, 0.0039, 0.0195, 0.0156, 0.0, 0.0078, 0.0, 0.0078, 0.0078, 0.0078, 0.0078, 0.0039, 0.0078, 0.0273, 0.0195, 0.0156, 0.0078, 0.0078, 0.0156, 0.0234, 0.0117, 0.0156, 0.0039, 0.0195, 0.0039, 0.0156, 0.0, 0.0117, 0.0117, 0.0234, 0.0, 0.0, 0.0, 0.0039, 0.0117, 0.0078, 0.0039, 0.0117, 0.0]"
204,probabilistic_weighted-accuracy_score-num_gurus-1,experience_test_acc-mean,"[0.711, 0.0005, 0.946, 0.2124, 0.0017]"
205,probabilistic_weighted-accuracy_score-num_gurus-1,experience_test_acc-std,"[0.108, 0.0005, 0.0113, 0.1486, 0.0017]"
206,probabilistic_weighted-accuracy_score-num_gurus-1,experience_train_acc-mean,"[0.997, 0.832, 0.8112, 0.8229, 0.8492]"
207,probabilistic_weighted-accuracy_score-num_gurus-1,experience_train_acc-std,"[0.0, 0.0339, 0.0191, 0.0037, 0.0115]"
208,probabilistic_weighted-accuracy_score-num_gurus-2,batch_test_acc-mean,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1055, 0.1172, 0.1445, 0.1445, 0.1797, 0.1484, 0.1172, 0.1328, 0.125, 0.1133, 0.1289, 0.0977, 0.1328, 0.1172, 0.1172, 0.1557, 0.043, 0.0586, 0.0508, 0.0742, 0.0586, 0.0586, 0.0547, 0.0625, 0.0469, 0.0625, 0.0508, 0.0625, 0.043, 0.0273, 0.0488, 0.8828, 0.9062, 0.875, 0.9141, 0.8984, 0.8789, 0.8828, 0.8945, 0.8828, 0.9219, 0.9102, 0.9102, 0.8867, 0.8906, 0.8984, 0.8788, 0.4648, 0.5078, 0.4531, 0.4609, 0.4648, 0.4766, 0.457, 0.5156, 0.4414, 0.4688, 0.4375, 0.4531, 0.4961, 0.5078, 0.4883, 0.4762]"
209,probabilistic_weighted-accuracy_score-num_gurus-2,batch_test_acc-std,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1055, 0.1172, 0.1445, 0.1445, 0.1797, 0.1484, 0.1172, 0.1328, 0.125, 0.1133, 0.1289, 0.0977, 0.1328, 0.1172, 0.1172, 0.1557, 0.043, 0.0586, 0.0508, 0.0742, 0.0586, 0.0586, 0.0547, 0.0625, 0.0469, 0.0625, 0.0508, 0.0625, 0.043, 0.0273, 0.0488, 0.1172, 0.0781, 0.0703, 0.0781, 0.0703, 0.0898, 0.0625, 0.0977, 0.1094, 0.0781, 0.082, 0.0742, 0.0898, 0.0859, 0.0859, 0.0909, 0.207, 0.2422, 0.2188, 0.2031, 0.1992, 0.2031, 0.2305, 0.2031, 0.2227, 0.2656, 0.2266, 0.2578, 0.207, 0.2578, 0.2305, 0.2698]"
210,probabilistic_weighted-accuracy_score-num_gurus-2,batch_train_acc-mean,"[0.9961, 0.9883, 0.9883, 0.9961, 0.9766, 0.9922, 0.9961, 0.9961, 0.9961, 0.9922, 0.9961, 0.9961, 0.9922, 0.9922, 0.9961, 0.9961, 1.0, 0.9922, 1.0, 0.9961, 0.9961, 0.9961, 1.0, 0.9961, 1.0, 0.9961, 1.0, 1.0, 1.0, 0.9961, 0.9961, 0.9961, 1.0, 1.0, 1.0, 0.9844, 0.9961, 0.9922, 0.9961, 1.0, 0.9961, 1.0, 1.0, 0.9961, 0.9961, 0.9922, 0.9922, 0.9961, 0.9961, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9922, 0.9961, 1.0, 0.9961, 0.9922, 1.0, 1.0, 0.9961, 1.0, 1.0, 0.9961, 1.0, 1.0, 1.0, 0.9922, 1.0, 0.9961, 1.0, 0.9922, 1.0, 1.0, 0.9922, 0.9961, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9922, 0.9922, 0.9961, 1.0, 1.0, 0.9961, 1.0, 0.9961, 0.9961, 0.9961, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9959, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0781, 0.2734, 0.5078, 0.6562, 0.5664, 0.6914, 0.6055, 0.7461, 0.6484, 0.7266, 0.8516, 0.8438, 0.8711, 0.9023, 0.9219, 0.918, 0.9297, 0.9336, 0.9336, 0.9023, 0.9023, 0.918, 0.9297, 0.9375, 0.9453, 0.9375, 0.9258, 0.957, 0.9414, 0.957, 0.9023, 0.9531, 0.9375, 0.9414, 0.957, 0.9609, 0.9414, 0.9297, 0.9492, 0.9297, 0.9531, 0.9414, 0.9609, 0.9531, 0.9688, 0.9609, 0.9688, 0.9492, 0.9375, 0.957, 0.9414, 0.9297, 0.9688, 0.9648, 0.9453, 0.9609, 0.9375, 0.9766, 0.9766, 0.9727, 0.9609, 0.9531, 0.9453, 0.9609, 0.957, 0.9648, 0.9609, 0.9609, 0.957, 0.9609, 0.9414, 0.9336, 0.9609, 0.9688, 0.957, 0.9727, 0.9844, 0.9609, 0.957, 0.957, 0.9766, 0.957, 0.9688, 0.9805, 0.9688, 0.9688, 0.9737, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0781, 0.3281, 0.5547, 0.5938, 0.5039, 0.9023, 0.6797, 0.9727, 0.875, 0.918, 0.875, 0.9102, 0.9336, 0.8867, 0.9336, 0.9453, 0.9688, 0.9688, 0.9766, 0.9609, 0.9648, 0.9609, 0.9727, 0.9727, 0.9688, 0.9336, 0.9648, 0.9805, 0.9648, 0.9531, 0.9727, 0.9844, 0.9805, 0.9609, 0.9648, 0.9688, 0.9805, 0.9648, 0.9727, 0.9727, 0.9805, 0.9883, 0.9883, 0.9766, 0.9688, 0.9688, 0.9688, 0.9883, 0.9922, 0.9844, 0.9805, 0.9805, 0.9961, 0.9727, 0.9844, 0.9766, 0.9766, 0.9922, 0.9883, 0.9844, 0.9805, 0.9766, 0.9844, 0.9922, 0.9844, 0.9844, 0.9922, 0.9727, 0.9766, 0.9844, 1.0, 0.9961, 0.9961, 0.9883, 0.9883, 0.9805, 0.9805, 0.9961, 0.9844, 0.9961, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0586, 0.207, 0.3711, 0.4805, 0.5859, 0.5, 0.6875, 0.7305, 0.7109, 0.8789, 0.9414, 0.9766, 0.9688, 0.9688, 0.9805, 0.9961, 0.9766, 0.9727, 0.9883, 0.9883, 0.9961, 0.9961, 0.9961, 0.9922, 0.9922, 1.0, 0.9961, 0.9961, 0.9883, 1.0, 0.9883, 0.9961, 0.9961, 0.9844, 0.9961, 0.9961, 1.0, 0.9961, 1.0, 1.0, 0.9922, 0.9922, 0.9961, 0.9922, 0.9961, 1.0, 1.0, 0.9961, 0.9961, 0.9961, 0.9961, 0.9883, 0.9844, 0.9961, 1.0, 0.9883, 0.9922, 0.9961, 0.9961, 0.9961, 0.9922, 0.9961, 1.0, 0.9922, 0.9961, 0.9961, 0.9961, 0.9961, 0.9922, 1.0, 0.9883, 1.0, 0.9961, 0.9922, 0.9922, 1.0, 0.9961, 0.9961, 0.9961, 0.9961, 0.9961, 1.0, 0.9961, 0.9961, 1.0, 1.0, 1.0, 0.9922, 0.9961, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2461, 0.2539, 0.2539, 0.2617, 0.2656, 0.2266, 0.2852, 0.3789, 0.4805, 0.4961, 0.7188, 0.7344, 0.7578, 0.793, 0.7734, 0.8281, 0.7852, 0.7656, 0.7852, 0.8242, 0.8516, 0.8711, 0.8477, 0.8555, 0.8906, 0.9141, 0.9453, 0.918, 0.9336, 0.9531, 0.9414, 0.9141, 0.9336, 0.9375, 0.9219, 0.9336, 0.9492, 0.9453, 0.9414, 0.9453, 0.9609, 0.9375, 0.9766, 0.9414, 0.9688, 0.9336, 0.957, 0.9297, 0.9805, 0.9609, 0.9766, 0.9531, 0.9727, 0.9258, 0.9688, 0.9336, 0.9688, 0.9453, 0.9805, 0.9609, 0.9453, 0.957, 0.9648, 0.9609, 0.9648, 0.9492, 0.9648, 0.9609, 0.957, 0.957, 0.9766, 0.9531, 0.9727, 0.9688, 0.9648, 0.9531, 0.9727, 0.957, 0.9805, 0.9727, 0.9727, 0.9688, 0.9727, 0.9531, 1.0]"
